Checked,Protein FDR Confidence Combined,Master,Accession,Description,Exp q-value Combined,Sum PEP Score,Coverage in Percent,Number of Peptides,Number of PSMs,Number of Unique Peptides,Number of AAs,MW in kDa,calc pI,Score Sequest HT Sequest HT,Number of Peptides by Search Engine Sequest HT,Number of Razor Peptides,Abundances Scaled F1 Sample,Abundances Scaled F2 Sample,Found in Sample in S1 F1 Sample,Found in Sample in S2 F2 Sample,Number of Protein Groups,Modifications
FALSE,High,IsMasterProtein,A0A3B6KGM6,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,60.908,29,11,20,3,546,60.9,6.34,62.22,11,0,49.6,150.4,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6GZ62,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,3.89,5,1,2,1,505,57.4,6.48,7.85,1,0,22.1,177.9,High,High,1,
FALSE,High,IsMasterProtein,A0A3B5ZRV5,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,14.506,6,4,7,4,885,94.9,5.86,18.96,4,0,38,162,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6LK94,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,58.248,29,11,19,4,548,61.1,6.11,55.23,11,0,58.4,141.6,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6MR53,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,59.697,29,11,22,3,544,60.7,6.25,65.72,11,8,78.6,121.4,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6C5K0,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,3.766,4,1,1,1,434,49.1,6.33,2.29,1,0,,200,Not Found,High,1,
FALSE,High,IsMasterProtein,A0A3B6C6T1,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,15.088,9,4,6,1,666,74.1,6.06,18.85,4,0,26.9,173.1,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6LM72,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,13.395,11,4,6,2,498,56.5,6.64,17.82,4,2,34.3,165.7,High,Not Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6MS53,AA_TRNA_LIGASE_II domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,14.92,9,3,6,1,498,56.4,6.64,17.82,3,0,58.7,141.3,High,High,1,
FALSE,High,IsMasterProtein,A0A1D5V177,AAA domain-containing protein OS=Triticum aestivum OX=4565 GN=CAMPLR22A2D_LOCUS710 PE=3 SV=1,0,83.849,46,16,46,4,415,46.2,6.07,129.24,16,11,77.3,122.7,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A077RXS4,AAA domain-containing protein OS=Triticum aestivum OX=4565 GN=TRAES_3BF045700010CFD_c1 PE=3 SV=1,0,159.45,62,23,70,22,434,48.2,4.94,221.14,23,1,109.2,90.8,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,Medium,IsMasterProtein,A0A3B6QLA2,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0.021,1.129,2,1,1,1,593,64.4,7.08,2.52,1,0,,,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6BZH1,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,76.022,46,14,40,2,415,46.1,6.07,118.22,14,0,20.6,179.4,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6JJ04,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,76.055,37,14,34,4,450,49.7,6.21,88.03,14,10,81.3,118.7,High,High,1,
FALSE,High,IsMasterProtein,A0A1D6BYQ7,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,86.021,44,17,34,3,426,47.6,6.29,108.26,17,0,106.7,93.3,High,High,1,Met-loss [N-Term]
FALSE,High,IsMasterProtein,A0A0C4BKL3,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,94.21,52,16,60,15,400,44.7,7.44,144.65,16,0,101.3,98.7,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6B631,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,80.629,35,14,47,3,418,46.4,6.18,140.15,14,0,75.3,124.7,High,High,1,
FALSE,High,IsMasterProtein,A0A0C4BKA8,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,110.287,42,13,41,4,418,46.7,8.98,141.06,13,9,52.5,147.5,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A0C4BK41,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,117.248,51,21,52,7,426,47.6,6.01,158.98,21,15,75.5,124.5,High,High,1,Met-loss [N-Term]
FALSE,High,IsMasterProtein,W5HZE9,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,82.679,39,11,24,2,423,47.1,8.97,84.83,11,0,43,157,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6ASP4,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=3 SV=1,0,76.868,37,14,35,4,449,49.6,6.21,99.21,14,0,98.6,101.4,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6CAU8,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,5.939,10,2,2,2,333,36.5,7.75,5.71,2,0,79.9,120.1,High,Peak Found,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6FJR0,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,106.913,34,21,41,1,836,93.3,7.97,118.32,21,0,8.2,191.8,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6EFD9,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,101.154,32,21,39,1,840,93.6,8.24,113.65,21,1,38.8,161.2,High,Not Found,1,
FALSE,High,IsMasterProtein,A0A3B6MNL3,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.959,5,1,2,1,280,30.8,7.27,5.9,1,0,30.8,169.2,High,High,1,Met-loss [N-Term]
FALSE,High,IsMasterProtein,A0A3B6GQG8,AAA domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,101.721,36,23,42,2,836,93.2,7.97,119.15,23,17,67.9,132.1,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6KPW5,AAA_16 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.002,2.244,3,1,1,1,517,56.5,9.32,2.49,1,0,,,High,Not Found,1,
FALSE,High,IsMasterProtein,W5D003,AAI domain-containing protein OS=Triticum aestivum OX=4565 GN=TRAES_3BF068600010CFD_c1 PE=4 SV=1,0,94.072,67,11,52,6,154,16.5,6.02,154.14,11,3,132.5,67.5,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6I2R2,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,69.414,60,5,36,4,171,18.8,8.02,129.42,5,0,53.1,146.9,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6U5I1,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,22.02,17,1,6,1,232,26.8,7.4,26.58,1,0,1.9,198.1,Peak Found,High,1,
FALSE,High,IsMasterProtein,A0A3B6ECF3,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,22.061,29,4,7,1,154,16.8,7.74,19.18,4,0,,,Not Found,High,1,
FALSE,High,IsMasterProtein,A0A3B6PE52,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,5.5,10,1,1,1,145,15.9,7.14,2.4,1,0,6.9,193.1,Peak Found,High,1,
FALSE,High,IsMasterProtein,A0A3B5XT99,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,24.963,8,2,13,2,455,51.4,7.91,46.26,2,0,46.5,153.5,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6UA79,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,23.865,40,3,12,3,95,10.2,7.61,43.75,3,0,104.3,95.7,High,High,1,
FALSE,High,IsMasterProtein,A0A3B5YPZ7,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,128.098,45,6,59,5,203,22.5,7.02,245.12,6,2,137.9,62.1,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6TIG9,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,72.179,34,4,40,3,173,18.9,7.85,139.94,4,0,102.5,97.5,High,High,1,
FALSE,High,IsMasterProtein,A0A1D5UB33,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,11.175,17,3,4,3,195,21.5,8.4,11,3,0,127.4,72.6,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6ITU0,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,35.782,47,6,23,2,144,16.2,8,62.01,6,0,73.4,126.6,High,High,1,
FALSE,Medium,IsMasterProtein,A0A3B5ZZD9,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.011,1.499,4,1,1,1,215,21.1,8.43,1.83,1,0,30.8,169.2,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6KVB9,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,5.55,38,2,8,1,64,6.7,8.21,19.31,2,0,34.5,165.5,High,High,1,
FALSE,High,IsMasterProtein,A0A3B5XZW7,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.005,1.932,14,1,2,1,85,8.7,8.9,4.3,1,0,89.2,110.8,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6PNU4,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.384,6,1,2,1,154,16.7,7.87,5.32,1,0,113.2,86.8,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6TFZ6,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,126.806,62,12,82,7,145,15.5,7.53,243.88,12,5,145.5,54.5,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6JQP1,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,118.616,36,7,184,6,143,15.9,5.1,622.8,7,2,97.9,102.1,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6B8Q5,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.785,27,1,2,1,103,11.1,7.81,6.45,1,0,,,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6CHY0,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,13.843,54,3,6,3,104,11.2,7.46,17.3,3,0,105.4,94.6,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6KQR9,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,7.231,34,2,6,2,62,6.9,8.92,13.88,2,0,66.1,133.9,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6LXV2,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,6.144,27,2,2,2,94,9.7,7.91,5.59,2,0,17.4,182.6,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6JR20,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,120.433,69,9,90,5,168,18.3,7.44,294.6,9,0,137,63,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6JN50,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,35.408,48,7,21,3,141,15.9,8.18,56.88,7,5,119.5,80.5,High,High,1,
FALSE,High,IsMasterProtein,A0A3B5XTA4,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,98.243,36,4,84,3,200,22.2,6.84,339.73,4,0,123.8,76.2,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6RB11,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,41.391,34,3,24,2,173,18.9,7.68,87.29,3,0,33.5,166.5,High,High,1,
FALSE,Medium,IsMasterProtein,A0A3B6QJE0,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.018,1.24,4,1,1,1,226,25,7.77,1.94,1,0,29.2,170.8,Peak Found,High,1,
FALSE,High,IsMasterProtein,A0A3B6FHE6,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,59.987,41,7,47,2,165,18.1,8.66,131.43,7,0,133.6,66.4,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6JRN8,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.292,5,1,5,1,197,17.4,8.09,10.01,1,0,59.6,140.4,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6U775,AAI domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,5.626,17,1,2,1,145,16.6,7.34,9.66,1,0,,200,High,High,1,
FALSE,High,IsMasterProtein,A0A1D5UII2,Aamy domain-containing protein OS=Triticum aestivum OX=4565 GN=CAMPLR22A2D_LOCUS2922 PE=4 SV=1,0,53.201,17,13,30,13,825,93.1,5.81,68.72,13,0,63.7,136.3,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6LND2,Aamy domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,53.072,15,8,21,1,776,86.2,6.6,67.62,8,7,70.4,129.6,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6KJU9,Aamy domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,54.434,15,8,22,1,775,86,6.57,71.32,8,0,200,,High,High,1,
FALSE,High,IsMasterProtein,W5D2P0,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 GN=TRAES_3BF084900010CFD_c1 PE=4 SV=1,0,23.189,16,5,11,5,322,35.7,5.52,27.55,5,0,60.2,139.8,High,High,1,
FALSE,High,IsMasterProtein,A0A3B6I1K9,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,16.995,24,4,7,4,344,37.4,5.94,19.62,4,0,20.5,179.5,High,High,1,Met-loss+Acetyl [N-Term]
FALSE,High,IsMasterProtein,A0A3B6FPJ4,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,6.774,4,2,2,2,516,55.8,6.1,4.68,2,0,61.2,138.8,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6SHV8,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,5.666,6,2,2,2,322,35.4,6.39,4.84,2,0,40.5,159.5,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6N181,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0.001,2.911,3,1,1,1,333,37.2,8.37,1.63,1,0,12.4,187.6,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6JIU3,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,4.571,5,1,1,1,271,29.7,5.11,3.17,1,0,99.6,100.4,High,Peak Found,1,
FALSE,High,IsMasterProtein,A0A3B6ML56,AB hydrolase-1 domain-containing protein OS=Triticum aestivum OX=4565 PE=4 SV=1,0,3.551,6,1,1,1,326,36,5.88,3.65,1,0,,,High,Not Found,1,
