"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F1 Sample"	"Abundances Scaled F2 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG503GC2V"	"ENOG503GC2V"	"0.000"	"347.786"	"38"	"60"	"183"	"60"	"5946"	"646.3"	"8.78"	"586.54"	"60"	"0"	"69.4"	"130.6"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC36"	"ENOG503GC36"	"0.000"	"345.124"	"38"	"54"	"161"	"54"	"5674"	"629.7"	"5.36"	"485.94"	"54"	"0"	"47.2"	"152.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GSSG"	"ENOG503GSSG"	"0.000"	"341.559"	"16"	"22"	"166"	"22"	"5270"	"591.6"	"8.47"	"572.82"	"22"	"0"	"75.9"	"124.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9NG"	"ENOG503G9NG"	"0.000"	"341.514"	"20"	"37"	"259"	"37"	"4962"	"555.1"	"5.53"	"841.27"	"37"	"0"	"125.4"	"74.6"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GMMS"	"ENOG503GMMS"	"0.000"	"331.656"	"82"	"30"	"161"	"30"	"366"	"39.0"	"6.49"	"637.33"	"30"	"0"	"100.9"	"99.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GMBW"	"ENOG503GMBW"	"0.000"	"318.066"	"39"	"22"	"205"	"22"	"1789"	"180.1"	"7.66"	"689.02"	"22"	"0"	"103.5"	"96.5"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GI6K"	"ENOG503GI6K"	"0.000"	"308.805"	"65"	"32"	"145"	"32"	"1201"	"113.7"	"6.80"	"450.94"	"32"	"0"	"108.8"	"91.2"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBY3"	"ENOG503GBY3"	"0.000"	"307.681"	"18"	"41"	"207"	"41"	"7128"	"792.0"	"6.23"	"615.70"	"41"	"0"	"103.6"	"96.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEU0"	"ENOG503GEU0"	"0.000"	"304.158"	"45"	"41"	"160"	"41"	"11074"	"1235.8"	"5.14"	"506.57"	"41"	"0"	"89.9"	"110.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBF0"	"ENOG503GBF0"	"0.000"	"301.981"	"26"	"57"	"144"	"57"	"7856"	"853.4"	"6.19"	"398.26"	"57"	"0"	"71.3"	"128.7"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBUW"	"ENOG503GBUW"	"0.000"	"297.521"	"48"	"34"	"176"	"34"	"2396"	"252.3"	"5.62"	"580.30"	"34"	"0"	"107.1"	"92.9"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GA9N"	"ENOG503GA9N"	"0.000"	"285.988"	"23"	"59"	"121"	"59"	"14544"	"1651.0"	"6.11"	"338.57"	"59"	"0"	"95.2"	"104.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9NC"	"ENOG503G9NC"	"0.000"	"283.123"	"13"	"33"	"156"	"32"	"12210"	"1293.8"	"8.43"	"583.18"	"33"	"1"	"101.6"	"98.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GE25"	"ENOG503GE25"	"0.000"	"276.906"	"40"	"41"	"119"	"40"	"3965"	"422.7"	"5.94"	"366.47"	"41"	"1"	"93.5"	"106.5"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAGX"	"ENOG503GAGX"	"0.000"	"263.663"	"31"	"32"	"141"	"31"	"2911"	"312.2"	"7.01"	"428.59"	"32"	"1"	"145.1"	"54.9"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAGW"	"ENOG503GAGW"	"0.000"	"255.326"	"45"	"34"	"139"	"34"	"2138"	"234.5"	"5.53"	"457.70"	"34"	"0"	"104.8"	"95.2"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCWE"	"ENOG503GCWE"	"0.000"	"242.867"	"28"	"37"	"117"	"20"	"2650"	"281.8"	"6.96"	"374.89"	"37"	"15"	"76.2"	"123.8"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GEGN"	"ENOG503GEGN"	"0.000"	"241.682"	"42"	"44"	"111"	"39"	"2979"	"330.7"	"6.54"	"311.01"	"44"	"2"	"73.0"	"127.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC1U"	"ENOG503GC1U"	"0.000"	"241.456"	"23"	"35"	"110"	"29"	"4128"	"468.9"	"5.16"	"336.37"	"35"	"5"	"71.9"	"128.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GIC4"	"ENOG503GIC4"	"0.000"	"239.525"	"41"	"26"	"114"	"26"	"1505"	"149.5"	"8.13"	"416.65"	"26"	"0"	"90.4"	"109.6"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGBM"	"ENOG503GGBM"	"0.000"	"237.144"	"8"	"40"	"122"	"40"	"18133"	"2026.9"	"6.64"	"368.11"	"40"	"0"	"68.0"	"132.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9XZ"	"ENOG503G9XZ"	"0.000"	"235.380"	"53"	"45"	"142"	"45"	"3163"	"346.8"	"8.24"	"373.58"	"45"	"0"	"80.1"	"119.9"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G89Y"	"ENOG503G89Y"	"0.000"	"226.994"	"7"	"31"	"96"	"31"	"19213"	"2033.7"	"8.38"	"313.78"	"31"	"0"	"90.9"	"109.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8AS"	"ENOG503G8AS"	"0.000"	"225.840"	"33"	"37"	"106"	"37"	"3522"	"383.2"	"6.28"	"320.15"	"37"	"0"	"87.6"	"112.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GK7B"	"ENOG503GK7B"	"0.000"	"224.588"	"18"	"30"	"157"	"30"	"3677"	"371.8"	"9.50"	"483.57"	"30"	"0"	"119.7"	"80.3"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GTCI"	"ENOG503GTCI"	"0.000"	"223.726"	"19"	"24"	"213"	"21"	"2442"	"261.9"	"7.72"	"587.03"	"24"	"4"	"73.6"	"126.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBTX"	"ENOG503GBTX"	"0.000"	"222.797"	"49"	"26"	"94"	"15"	"2267"	"250.1"	"5.10"	"309.12"	"26"	"14"	"97.8"	"102.2"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC9V"	"ENOG503GC9V"	"0.000"	"220.093"	"19"	"37"	"84"	"37"	"16445"	"1825.6"	"5.55"	"261.67"	"37"	"0"	"73.0"	"127.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCTB"	"ENOG503GCTB"	"0.000"	"219.106"	"28"	"32"	"137"	"32"	"3753"	"394.1"	"7.87"	"381.93"	"32"	"0"	"117.9"	"82.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G790"	"ENOG503G790"	"0.000"	"217.059"	"39"	"26"	"119"	"3"	"3312"	"366.7"	"6.07"	"342.99"	"26"	"27"	"101.1"	"98.9"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAF3"	"ENOG503GAF3"	"0.000"	"216.703"	"45"	"28"	"97"	"28"	"2801"	"301.9"	"7.24"	"327.53"	"28"	"0"	"73.2"	"126.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8SM"	"ENOG503G8SM"	"0.000"	"216.049"	"28"	"34"	"91"	"34"	"5581"	"627.8"	"6.18"	"279.11"	"34"	"0"	"74.3"	"125.7"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7D8"	"ENOG503G7D8"	"0.000"	"214.961"	"30"	"39"	"84"	"39"	"4167"	"458.0"	"5.35"	"256.54"	"39"	"0"	"71.2"	"128.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G74J"	"ENOG503G74J"	"0.000"	"214.361"	"20"	"52"	"79"	"52"	"12506"	"1462.3"	"6.05"	"220.43"	"52"	"0"	"56.6"	"143.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCDU"	"ENOG503GCDU"	"0.000"	"214.121"	"30"	"31"	"81"	"31"	"2978"	"327.7"	"7.39"	"281.45"	"31"	"0"	"86.2"	"113.8"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G883"	"ENOG503G883"	"0.000"	"213.756"	"35"	"30"	"110"	"30"	"3414"	"369.5"	"5.20"	"347.09"	"30"	"0"	"62.7"	"137.3"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G93V"	"ENOG503G93V"	"0.000"	"212.052"	"35"	"28"	"104"	"28"	"2529"	"282.3"	"5.33"	"293.70"	"28"	"0"	"89.5"	"110.5"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G96V"	"ENOG503G96V"	"0.000"	"210.453"	"32"	"38"	"86"	"37"	"3248"	"349.7"	"8.35"	"273.22"	"38"	"1"	"55.3"	"144.7"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GG6F"	"ENOG503GG6F"	"0.000"	"208.912"	"50"	"30"	"175"	"30"	"1048"	"113.6"	"9.33"	"439.66"	"30"	"0"	"127.4"	"72.6"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GWKS"	"ENOG503GWKS"	"0.000"	"206.734"	"61"	"23"	"130"	"6"	"407"	"45.2"	"5.26"	"371.25"	"23"	"0"	"117.7"	"82.3"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GB8R"	"ENOG503GB8R"	"0.000"	"206.218"	"54"	"24"	"87"	"22"	"928"	"96.7"	"8.40"	"281.55"	"24"	"2"	"72.1"	"127.9"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGCN"	"ENOG503GGCN"	"0.000"	"205.933"	"31"	"39"	"92"	"39"	"6117"	"691.5"	"7.11"	"253.84"	"39"	"0"	"76.6"	"123.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GTEY"	"ENOG503GTEY"	"0.000"	"204.545"	"4"	"11"	"132"	"11"	"5805"	"664.6"	"8.32"	"508.37"	"11"	"0"	"129.3"	"70.7"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GU77"	"ENOG503GU77"	"0.000"	"202.972"	"55"	"21"	"119"	"1"	"450"	"49.9"	"5.72"	"345.75"	"21"	"2"	"65.8"	"134.2"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GKDC"	"ENOG503GKDC"	"0.000"	"202.247"	"58"	"28"	"156"	"24"	"754"	"81.1"	"9.04"	"425.79"	"28"	"4"	"116.4"	"83.6"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GJYH"	"ENOG503GJYH"	"0.000"	"201.748"	"45"	"20"	"114"	"20"	"767"	"78.0"	"9.54"	"364.00"	"20"	"0"	"84.6"	"115.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAX4"	"ENOG503GAX4"	"0.000"	"200.271"	"32"	"30"	"122"	"30"	"4549"	"513.3"	"8.24"	"332.09"	"30"	"0"	"118.6"	"81.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9I1"	"ENOG503G9I1"	"0.000"	"199.864"	"42"	"26"	"92"	"26"	"1514"	"160.5"	"6.07"	"283.43"	"26"	"0"	"60.3"	"139.7"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term]; Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GAS7"	"ENOG503GAS7"	"0.000"	"195.197"	"30"	"20"	"106"	"20"	"1630"	"173.0"	"5.17"	"356.23"	"20"	"0"	"96.5"	"103.5"	"High"	"High"	"1"	"Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GDA2"	"ENOG503GDA2"	"0.000"	"195.193"	"54"	"24"	"74"	"24"	"1073"	"118.3"	"6.77"	"232.92"	"24"	"0"	"71.2"	"128.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8BN"	"ENOG503G8BN"	"0.000"	"194.746"	"12"	"35"	"86"	"35"	"12477"	"1360.6"	"7.62"	"263.12"	"35"	"0"	"35.1"	"164.9"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCW6"	"ENOG503GCW6"	"0.000"	"194.600"	"55"	"23"	"240"	"23"	"940"	"104.2"	"6.25"	"631.02"	"23"	"0"	"130.1"	"69.9"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GMX7"	"ENOG503GMX7"	"0.000"	"194.024"	"53"	"20"	"105"	"3"	"787"	"87.1"	"5.81"	"300.21"	"20"	"0"	"159.5"	"40.5"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GKX2"	"ENOG503GKX2"	"0.000"	"192.806"	"91"	"24"	"90"	"24"	"370"	"40.7"	"6.02"	"262.02"	"24"	"0"	"88.5"	"111.5"	"High"	"High"	"1"	"Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GFCA"	"ENOG503GFCA"	"0.000"	"190.791"	"5"	"43"	"93"	"43"	"29626"	"3199.4"	"7.21"	"265.73"	"43"	"0"	"108.3"	"91.7"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8UA"	"ENOG503G8UA"	"0.000"	"190.681"	"19"	"39"	"116"	"39"	"4568"	"513.8"	"8.02"	"289.85"	"39"	"0"	"68.7"	"131.3"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9N7"	"ENOG503G9N7"	"0.000"	"189.554"	"40"	"30"	"75"	"30"	"3639"	"397.1"	"6.64"	"216.55"	"30"	"0"	"83.3"	"116.7"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCX1"	"ENOG503GCX1"	"0.000"	"183.034"	"50"	"23"	"84"	"20"	"1548"	"166.9"	"8.31"	"252.87"	"23"	"3"	"103.3"	"96.7"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G9FW"	"ENOG503G9FW"	"0.000"	"182.974"	"49"	"30"	"64"	"30"	"1473"	"160.1"	"5.34"	"227.51"	"30"	"0"	"61.6"	"138.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7GA"	"ENOG503G7GA"	"0.000"	"181.207"	"38"	"21"	"119"	"21"	"1656"	"176.1"	"7.55"	"342.29"	"21"	"0"	"121.7"	"78.3"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GE6J"	"ENOG503GE6J"	"0.000"	"179.113"	"20"	"30"	"74"	"30"	"16131"	"1792.4"	"6.83"	"221.18"	"30"	"0"	"77.2"	"122.8"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term; N-Term; N-Term; N-Term; N-Term; N-Term; N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GA4N"	"ENOG503GA4N"	"0.000"	"176.714"	"19"	"14"	"159"	"14"	"1209"	"130.7"	"9.10"	"471.27"	"14"	"0"	"108.0"	"92.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GVF7"	"ENOG503GVF7"	"0.000"	"175.717"	"66"	"20"	"103"	"12"	"376"	"41.5"	"5.48"	"291.99"	"20"	"0"	"99.2"	"100.8"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G8J6"	"ENOG503G8J6"	"0.000"	"174.878"	"34"	"26"	"86"	"26"	"1751"	"188.9"	"5.76"	"257.35"	"26"	"0"	"78.2"	"121.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GD7P"	"ENOG503GD7P"	"0.000"	"174.185"	"21"	"30"	"79"	"29"	"11985"	"1323.7"	"6.83"	"233.10"	"30"	"0"	"65.2"	"134.8"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9HP"	"ENOG503G9HP"	"0.000"	"173.362"	"35"	"24"	"89"	"24"	"1931"	"208.2"	"7.09"	"293.19"	"24"	"0"	"83.6"	"116.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GIQ7"	"ENOG503GIQ7"	"0.000"	"173.349"	"32"	"16"	"58"	"16"	"1360"	"147.2"	"5.07"	"198.06"	"16"	"0"	"103.0"	"97.0"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G7JF"	"ENOG503G7JF"	"0.000"	"171.655"	"48"	"23"	"98"	"22"	"2666"	"285.4"	"6.44"	"295.42"	"23"	"1"	"98.1"	"101.9"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G95X"	"ENOG503G95X"	"0.000"	"166.488"	"8"	"41"	"63"	"41"	"18713"	"2075.1"	"6.40"	"177.59"	"41"	"0"	"61.9"	"138.1"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBPV"	"ENOG503GBPV"	"0.000"	"166.081"	"40"	"20"	"73"	"20"	"1218"	"128.5"	"6.84"	"253.90"	"20"	"0"	"49.6"	"150.4"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GFES"	"ENOG503GFES"	"0.000"	"165.650"	"30"	"18"	"76"	"18"	"2197"	"225.6"	"6.87"	"259.41"	"18"	"0"	"92.8"	"107.2"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8HA"	"ENOG503G8HA"	"0.000"	"165.358"	"29"	"28"	"81"	"23"	"2926"	"326.2"	"7.61"	"236.50"	"28"	"0"	"87.0"	"113.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8PW"	"ENOG503G8PW"	"0.000"	"163.781"	"21"	"35"	"57"	"35"	"6093"	"687.4"	"5.20"	"173.38"	"35"	"0"	"65.2"	"134.8"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G948"	"ENOG503G948"	"0.000"	"162.992"	"25"	"22"	"85"	"19"	"4250"	"489.1"	"7.40"	"267.99"	"22"	"4"	"107.1"	"92.9"	"High"	"High"	"1"	"Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GFH8"	"ENOG503GFH8"	"0.000"	"162.560"	"59"	"31"	"75"	"31"	"1296"	"142.4"	"5.45"	"219.46"	"31"	"0"	"99.4"	"100.6"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC7J"	"ENOG503GC7J"	"0.000"	"161.987"	"27"	"27"	"73"	"26"	"3476"	"366.9"	"5.35"	"211.94"	"27"	"0"	"89.0"	"111.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GG33"	"ENOG503GG33"	"0.000"	"161.664"	"14"	"18"	"70"	"18"	"4482"	"501.8"	"6.29"	"237.81"	"18"	"0"	"93.8"	"106.2"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8HX"	"ENOG503G8HX"	"0.000"	"159.934"	"32"	"28"	"70"	"28"	"3675"	"377.4"	"7.91"	"224.89"	"28"	"0"	"63.4"	"136.6"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G8Z4"	"ENOG503G8Z4"	"0.000"	"157.456"	"13"	"19"	"76"	"19"	"5937"	"640.6"	"6.99"	"255.73"	"19"	"0"	"124.0"	"76.0"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGDV"	"ENOG503GGDV"	"0.000"	"157.013"	"36"	"24"	"94"	"24"	"1495"	"163.4"	"6.71"	"275.51"	"24"	"0"	"110.2"	"89.8"	"High"	"High"	"1"	""
