"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F3 Sample"	"Abundances Scaled F4 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"tr"	"A0A3B5Z2Q8 A0A3B5Z2Q8_WHEAT"	"0.000"	"34.689"	"55"	"9"	"15"	"5"	"200"	"20.4"	"6.57"	"35.19"	"9"	"0"	"49.5"	"150.5"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GKX2"	"ENOG503GKX2"	"0.000"	"34.667"	"40"	"9"	"15"	"9"	"370"	"40.7"	"6.02"	"33.54"	"9"	"0"	"58.6"	"141.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G98C"	"ENOG503G98C"	"0.000"	"33.531"	"8"	"8"	"15"	"8"	"7399"	"814.8"	"7.01"	"35.39"	"8"	"0"	"194.4"	"5.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GH6B"	"ENOG503GH6B"	"0.000"	"33.398"	"26"	"10"	"27"	"10"	"1396"	"156.3"	"6.76"	"47.62"	"10"	"0"	"197.1"	"2.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GA04"	"ENOG503GA04"	"0.000"	"32.681"	"20"	"12"	"16"	"12"	"2094"	"237.8"	"7.49"	"38.48"	"12"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G7AJ"	"ENOG503G7AJ"	"0.000"	"32.634"	"3"	"9"	"18"	"9"	"5574"	"632.6"	"6.24"	"35.78"	"9"	"0"	"195.8"	"4.2"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGBZ"	"ENOG503GGBZ"	"0.000"	"32.199"	"3"	"9"	"13"	"8"	"14588"	"1600.0"	"5.96"	"29.87"	"9"	"0"	"195.8"	"4.2"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCW6"	"ENOG503GCW6"	"0.000"	"31.680"	"31"	"9"	"22"	"9"	"940"	"104.2"	"6.25"	"53.57"	"9"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GHW9"	"ENOG503GHW9"	"0.000"	"30.674"	"43"	"7"	"15"	"7"	"503"	"54.0"	"5.25"	"45.94"	"7"	"0"	"128.6"	"71.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G7D8"	"ENOG503G7D8"	"0.000"	"30.028"	"8"	"9"	"13"	"9"	"4167"	"458.0"	"5.35"	"35.39"	"9"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAE1"	"ENOG503GAE1"	"0.000"	"29.096"	"33"	"8"	"12"	"8"	"1000"	"106.7"	"6.62"	"29.97"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9MA"	"ENOG503G9MA"	"0.000"	"28.643"	"6"	"7"	"21"	"7"	"8081"	"902.4"	"5.63"	"44.51"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term; N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GE6J"	"ENOG503GE6J"	"0.000"	"28.481"	"6"	"7"	"16"	"7"	"16131"	"1792.4"	"6.83"	"38.51"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GA5G"	"ENOG503GA5G"	"0.000"	"27.280"	"18"	"9"	"12"	"8"	"3037"	"320.4"	"7.05"	"25.07"	"9"	"1"	"189.6"	"10.4"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G9NG"	"ENOG503G9NG"	"0.000"	"26.787"	"4"	"6"	"12"	"6"	"4962"	"555.1"	"5.53"	"32.93"	"6"	"0"	"191.6"	"8.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GVS2"	"ENOG503GVS2"	"0.000"	"26.506"	"26"	"6"	"11"	"4"	"2465"	"275.7"	"8.79"	"29.99"	"6"	"2"	"175.1"	"24.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8BH"	"ENOG503G8BH"	"0.000"	"26.441"	"12"	"9"	"12"	"9"	"1872"	"210.2"	"7.72"	"24.15"	"9"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GQCJ"	"ENOG503GQCJ"	"0.000"	"26.166"	"25"	"9"	"12"	"9"	"902"	"92.3"	"5.92"	"34.28"	"9"	"0"	"195.1"	"4.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEII"	"ENOG503GEII"	"0.000"	"26.118"	"14"	"9"	"12"	"9"	"3422"	"373.5"	"6.06"	"23.16"	"9"	"0"	"179.9"	"20.1"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GHC3"	"ENOG503GHC3"	"0.000"	"25.542"	"20"	"5"	"12"	"5"	"879"	"94.2"	"4.79"	"33.34"	"5"	"0"	"170.5"	"29.5"	"High"	"Peak Found"	"1"	"Met-loss [N-Term; N-Term; N-Term; N-Term]; Met-loss+Acetyl [N-Term; N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GE25"	"ENOG503GE25"	"0.000"	"25.444"	"14"	"8"	"11"	"8"	"3965"	"422.7"	"5.94"	"27.40"	"8"	"0"	"182.4"	"17.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GBVV"	"ENOG503GBVV"	"0.000"	"25.389"	"6"	"10"	"21"	"10"	"5681"	"614.9"	"6.76"	"46.84"	"10"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GSWB"	"ENOG503GSWB"	"0.000"	"25.313"	"29"	"6"	"17"	"6"	"354"	"39.0"	"5.58"	"52.76"	"6"	"0"	"45.1"	"154.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GFFE"	"ENOG503GFFE"	"0.000"	"24.695"	"14"	"7"	"9"	"7"	"1953"	"209.7"	"5.48"	"20.62"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GCU7"	"ENOG503GCU7"	"0.000"	"24.244"	"8"	"10"	"11"	"10"	"3627"	"399.3"	"5.06"	"19.48"	"10"	"0"	"191.6"	"8.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GEU0"	"ENOG503GEU0"	"0.000"	"24.189"	"9"	"7"	"14"	"7"	"11074"	"1235.8"	"5.14"	"33.32"	"7"	"0"	"196.2"	"3.8"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GJYH"	"ENOG503GJYH"	"0.000"	"23.879"	"20"	"6"	"11"	"6"	"767"	"78.0"	"9.54"	"31.19"	"6"	"0"	"30.0"	"170.0"	"High"	"Peak Found"	"1"	"Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503G84Z"	"ENOG503G84Z"	"0.000"	"23.594"	"6"	"6"	"10"	"6"	"4782"	"528.3"	"6.87"	"26.36"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GE64"	"ENOG503GE64"	"0.000"	"23.382"	"21"	"10"	"13"	"10"	"1707"	"187.4"	"8.07"	"25.82"	"10"	"0"	"195.5"	"4.5"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GKU9"	"ENOG503GKU9"	"0.000"	"22.906"	"51"	"6"	"17"	"6"	"199"	"21.5"	"7.08"	"45.53"	"6"	"0"	"79.8"	"120.2"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GE70"	"ENOG503GE70"	"0.000"	"22.130"	"8"	"7"	"9"	"7"	"2936"	"318.5"	"7.36"	"12.35"	"7"	"0"	"162.4"	"37.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GWRI"	"ENOG503GWRI"	"0.000"	"22.098"	"29"	"8"	"17"	"8"	"2205"	"246.7"	"8.66"	"29.65"	"8"	"0"	"181.4"	"18.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDD2"	"ENOG503GDD2"	"0.000"	"21.972"	"3"	"8"	"16"	"8"	"6956"	"784.8"	"5.85"	"31.51"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GD0R"	"ENOG503GD0R"	"0.000"	"21.891"	"10"	"6"	"7"	"4"	"2602"	"291.9"	"5.81"	"19.47"	"6"	"2"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8KV"	"ENOG503G8KV"	"0.000"	"21.851"	"16"	"6"	"11"	"6"	"844"	"92.5"	"8.65"	"24.25"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GT0B"	"ENOG503GT0B"	"0.000"	"21.571"	"16"	"7"	"9"	"7"	"1649"	"179.1"	"8.09"	"17.37"	"7"	"0"	"77.1"	"122.9"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8BD"	"ENOG503G8BD"	"0.000"	"21.263"	"1"	"9"	"11"	"9"	"43236"	"4740.1"	"8.13"	"19.90"	"9"	"0"	"157.4"	"42.6"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GGCM"	"ENOG503GGCM"	"0.000"	"21.006"	"11"	"8"	"11"	"8"	"2925"	"321.2"	"6.25"	"26.04"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8DW"	"ENOG503G8DW"	"0.000"	"20.910"	"18"	"5"	"7"	"5"	"1076"	"118.8"	"4.86"	"18.55"	"5"	"0"	"72.7"	"127.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GAA6"	"ENOG503GAA6"	"0.000"	"20.743"	"2"	"7"	"8"	"7"	"17054"	"1916.0"	"6.77"	"17.08"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDU7"	"ENOG503GDU7"	"0.000"	"20.407"	"4"	"7"	"7"	"7"	"15480"	"1698.6"	"6.76"	"17.00"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GF13"	"ENOG503GF13"	"0.000"	"20.344"	"25"	"8"	"9"	"8"	"1039"	"112.3"	"5.29"	"17.76"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GWKS"	"ENOG503GWKS"	"0.000"	"20.202"	"18"	"5"	"11"	"1"	"407"	"45.2"	"5.26"	"18.38"	"5"	"0"	"90.1"	"109.9"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG503GKD4"	"ENOG503GKD4"	"0.000"	"19.799"	"10"	"7"	"12"	"7"	"3030"	"316.1"	"9.03"	"22.04"	"7"	"0"	"127.8"	"72.2"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GDKI"	"ENOG503GDKI"	"0.000"	"19.748"	"19"	"8"	"11"	"8"	"1446"	"161.6"	"5.73"	"23.17"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GFCA"	"ENOG503GFCA"	"0.000"	"19.592"	"1"	"10"	"12"	"10"	"29626"	"3199.4"	"7.21"	"19.45"	"10"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GTCI"	"ENOG503GTCI"	"0.000"	"18.978"	"6"	"7"	"12"	"6"	"2442"	"261.9"	"7.72"	"18.99"	"7"	"1"	"104.6"	"95.4"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GC51"	"ENOG503GC51"	"0.000"	"18.959"	"9"	"5"	"5"	"5"	"2642"	"282.5"	"5.54"	"14.00"	"5"	"0"	"190.5"	"9.5"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GMBY"	"ENOG503GMBY"	"0.000"	"18.714"	"26"	"5"	"11"	"5"	"430"	"41.4"	"7.97"	"30.79"	"5"	"0"	"72.7"	"127.3"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8X5"	"ENOG503G8X5"	"0.000"	"18.658"	"3"	"7"	"8"	"7"	"7653"	"853.2"	"6.55"	"17.69"	"7"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503G8HX"	"ENOG503G8HX"	"0.000"	"17.975"	"9"	"8"	"10"	"8"	"3675"	"377.4"	"7.91"	"22.10"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GFXB"	"ENOG503GFXB"	"0.000"	"17.919"	"8"	"8"	"9"	"8"	"5619"	"613.0"	"7.49"	"18.30"	"8"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG503GB02"	"ENOG503GB02"	"0.000"	"17.859"	"12"	"6"	"9"	"6"	"1694"	"185.0"	"6.44"	"19.61"	"6"	"0"	"200.0"	""	"High"	"Not Found"	"1"	""
